id,message_id,payment_id,is_bot,first_name,username,language_code,chat_id,chat_first_name,chat_username,chat_type,date
340923048,247,2b9d6876-000f-5000-8000-10b7469b91b4,False,MII,yolomiQ,ru,340923048,MII,yolomiQ,private,2023-03-10 19:03:26
